id,category,prompt,option_a,option_b,option_c,option_d,option_e,correct_index,explanation,difficulty
q-17-10-2,m17-pruefungsaufgaben-steuerung,PAL Steuerung: Not-Halt?,Nur melden ohne Stop.,Sofort sicher stoppen und Ursache klaeren.,Weiterlaufen.,Ueberbruecken.,Ignorieren.,1,Not-Halt-Verhalten ist pruefungsrelevant.,2
q-18-01-1,m18-ruestplan,Was ist ein Ruestplan?,Keine Angaben.,Anleitung zum Einrichten der Maschine fuer einen Auftrag.,Nur Urlaubsplan.,Nur Kantinenkarte.,Nur Werbung.,1,"Ruestplan beschreibt Werkzeuge, Spannung, Programme.",2
q-18-01-2,m18-ruestplan,Warum Ruestplan lesen vor Start?,Fehlerfreies Einrichten und Zeit sparen.,Optional.,Erst nach Fehler.,Zeichnung ersetzt alles negativ.,Nur Chef liest.,0,Plan reduziert Ruestfehler.,2
q-18-02-1,m18-werkzeugwechsel,Werkzeugwechsel - was pruefen?,"Nummer, Verschleiss, Einspannlaenge, Kuehlung.",Nur Farbe.,Nichts.,Sofort Vollast.,Ohne Freigabe Serienstart.,0,Korrektes Werkzeug sichert Qualitaet.,2
q-18-02-2,m18-werkzeugwechsel,Nach Werkzeugwechsel zuerst?,Serie sofort.,Dokumentation weglassen.,Schutztuer offen.,Parameter ignorieren.,Probelauf und Erstteilpruefung.,4,Aenderungen erfordern Freigabe am Teil.,2
q-18-03-1,m18-maschine-einstellen,Maschine einstellen bedeutet?,Nur einschalten.,Nur putzen.,Nur malen.,Ohne Zeichnung.,"Nullpunkt, Spannung, Parameter, Werkzeuge setzen.",4,Einstellen bereitet fehlerfreie Bearbeitung vor.,2
q-18-03-2,m18-maschine-einstellen,Nullpunkt an CNC?,Kantinenpreis.,Beliebiger Punkt ohne Bezug.,Nur optisch.,Bezugspunkt fuer Programm und Werkstueck.,Pausezeit.,3,Nullpunkt verknuepft Programm mit Werkstueck.,2
q-18-04-1,m18-probelauf,Was ist Probelauf?,Ohne Schutz.,Nur Theorie.,Maschine ohne Werkstueck max.,Test mit reduzierter Gefahr vor Serienfertigung.,Sofort Vollserie.,3,Probelauf erkennt Kollisionen und Fehler.,2
q-18-04-2,m18-probelauf,Probelauf bei neuer Ruestung?,Nie noetig.,Erst nach Ausschuss.,Pflicht vor Freigabe der Serie.,Optional immer.,Nur bei Holz.,2,Probelauf schuetzt Maschine und Werkstueck.,2
q-18-05-1,m18-freigabe-nach-ruesten,Freigabe nach Ruesten?,Bei n.i.O. weiter.,Heimlich starten.,"Erstteil i.O., Dokumentation, Freigabe durch Berechtigten.",Sofort Serie.,Ohne Messung.,2,Freigabe verhindert Serienfehler.,2
q-18-05-2,m18-freigabe-nach-ruesten,Wer dokumentiert Ruestfreigabe?,Nur extern.,Bedienende/r gemaess QS-Vorgabe.,Niemand.,Nur Kunde.,Nur IT.,1,Nachweis ist Teil des QS-Prozesses.,2
q-18-06-1,m18-umruesten,Umruesten bedeutet?,Ohne Plan wechseln.,Maschine von Auftrag A auf Auftrag B umstellen.,Maschine abschalten fuer immer.,Nur putzen.,Nur Werkzeug lackieren.,1,Umruesten braucht Zeit und Planung.,2
q-18-06-2,m18-umruesten,Was reduziert Ruestzeit?,"Standardisierte Spannmittel, vorbereitete Werkzeuge, klare Plaene.",Chaos.,Fehlende Unterlagen.,Improvisieren.,Keine Vorbereitung.,0,Organisation senkt Ruestzeiten.,2
q-18-07-1,m18-ruestzeit-optimieren,Ruestzeit optimieren - wer beteiligt?,"Fertigung, Planung, Werkzeugvorbereitung.",Nur Azubi allein.,Niemand.,Nur Kunde.,Nur QS allein.,0,Optimierung ist Teamaufgabe.,2
q-18-07-2,m18-ruestzeit-optimieren,SMED-Idee im Umruesten?,Alles waehrend Stillstand suchen.,Keine Vorbereitung.,Ruestzeit egal.,Nur schneller unsicher.,Interne/externe Schritte trennen und vorbereiten.,4,Vorbereitung parallel reduziert Stillstand.,2
q-18-08-1,m18-dokumentation-ruesten,Ruestdokumentation enthaelt?,Nur Witze.,Nichts.,Nur Unterschrift.,Nur Wetter.,"Auftrag, Werkzeuge, Parameter, Pruefergebnis.",4,Dokumentation ermoeglicht Wiederholbarkeit.,2
q-18-08-2,m18-dokumentation-ruesten,Warum Ruesthistorie speichern?,Nur Papierstau.,Geheim halten.,Loeschen immer.,Bei Wiederholauftrag schneller und fehlerfreier ruesten.,Unnoetig.,3,Erfahrungswerte beschleunigen Umruestung.,2
q-18-09-1,m18-sicherheit-ruesten,Sicherheit beim Ruesten?,Not-Halt ueberbruecken.,Ohne Einweisung.,Schutztuer offen.,"Maschine stoppen, spannungsfrei, Schutzeinrichtungen nutzen.",Unter Last ruesten.,3,Ruesten birgt Quetsch- und Schnittgefahren.,2
q-18-09-2,m18-sicherheit-ruesten,Hand in Maschine bei laufender Spindel?,Erlaubt bei kleiner Maschine.,Erlaubt wenn niemand schaut.,Verboten - erst stoppen und sichern.,Erlaubt wenn schnell.,Nur mit Handschuhen.,2,Rotierende Werkzeuge sind lebensgefaehrlich.,2
q-18-10-1,m18-pruefungsaufgaben-ruesten,Pruefungsfrage Ruesten?,Schutz ignorieren.,"Sinnvolle Reihenfolge: Plan lesen, einrichten, Probelauf, pruefen.",Sofort Serie.,Ohne Plan.,Ohne Pruefung.,1,Strukturiertes Ruesten ist Pruefungsthema.,2
q-18-10-2,m18-pruefungsaufgaben-ruesten,PAL Ruesten: Erstteil n.i.O.?,"Parameter/Werkzeug korrigieren, erneut pruefen.",Serie starten.,Toleranz erweitern.,Schweigen.,Maschine unveraendert.,0,Korrektur vor Serienfreigabe ist Pflicht.,2
q-19-01-1,m19-soll-ist-vergleich,Was ist Soll-Ist-Vergleich?,Abgleich von vorgegebenem und gemessenem Wert.,Nur Schaetzung.,Nur Farbe.,Nur Gewicht.,Ohne Messung.,0,Abweichungen werden so sichtbar.,2
q-19-01-2,m19-soll-ist-vergleich,Ist-Wert ausserhalb Toleranz?,Ignorieren.,Toleranz selbst erweitern.,Serie ohne Pruefung.,Dokumentation loeschen.,Prozess anpassen oder Meldung ausloesen.,4,Abweichungen erfordern Massnahmen.,2
q-19-02-1,m19-prozessparameter-einstellen,Prozessparameter einstellen?,Beliebig.,Nur maximal.,Ohne Zeichnung.,Nie dokumentieren.,"Drehzahl, Vorschub, Kuehlung gemaess Vorgabe und Ergebnis.",4,Parameter steuern Qualitaet und Zeit.,2
q-19-02-2,m19-prozessparameter-einstellen,Parameter nach Erstteil anpassen?,Nur Chef darf denken.,Blind weiter.,Ohne Messung.,"Ja, bis Merkmale i.O. sind.",Nie aendern.,3,Feinjustage ist normaler Prozess.,2
q-19-03-1,m19-prozessdaten-lesen,Prozessdaten lesen?,Nur analog schaetzen.,Nur Hoeren.,Nur Farbe.,Anzeigen und Protokolle der Maschine/Steuerung auswerten.,Ignorieren.,3,Daten zeigen Prozesszustand.,2
q-19-03-2,m19-prozessdaten-lesen,Typische Prozessdaten?,Wetter.,Schuhgroesse.,"Drehzahl, Vorschub, Temperatur, Stueckzaehler.",Kantinenpreis.,Urlaubstage.,2,Maschinendaten unterstuetzen Ueberwachung.,2
q-19-04-1,m19-prozessabweichung,Prozessabweichung erkennen?,Nur wenn Chef fragt.,Nie messen.,"Trend ausserhalb Soll, Ausschuss, ungewoehnliche Geraeusche.",Alles normal immer.,Nur am Monatsende.,2,Frueherkennung verhindert Serienfehler.,2
q-19-04-2,m19-prozessabweichung,Bei anhaltender Abweichung?,Schutz aus.,"Produktion stoppen, Ursache suchen, melden.",Weiter bis Lager voll Ausschuss.,Schweigen.,Parameter zufaellig.,1,Sicherheit und Qualitaet vor Output.,2
q-19-05-1,m19-produktionsprozess-ueberwachen,Produktionsprozess ueberwachen?,Nur Dokumente archivieren.,"Parameter, Qualitaet und Stoerungen laufend beobachten.",Nur am Schichtende.,Gar nicht.,Nur Pause.,1,MAF ueberwachen laufende Prozesse.,2
q-19-05-2,m19-produktionsprozess-ueberwachen,Warum laufende Ueberwachung?,Frueh eingreifen bei Abweichungen.,Unnoetig.,Nur fuer Meister.,Ersetzt QS komplett.,Nur Statistik.,0,Prozessstabilitaet sichert Qualitaet.,2
q-19-06-1,m19-anpassung-parameter,Anpassung Parameter dokumentieren?,"Ja, fuer Nachvollziehbarkeit und Wiederholbarkeit.","Nein, geheim.",Nur muendlich.,Optional.,Loeschen.,0,Dokumentation unterstuetzt Optimierung.,2
q-19-06-2,m19-anpassung-parameter,Wer darf Parameter ohne Freigabe aendern?,Jeder.,Azubi allein immer.,Besucher.,Ohne Regel.,Niemand ausserhalb der definierten Befugnis.,4,Aenderungen brauchen Verantwortung und Kenntnis.,2
q-19-07-1,m19-dokumentation-prozess,Prozessdokumentation enthaelt?,Nur Hobbys.,Nichts.,Nur Fotos.,Nur Geruechte.,"Parameter, Pruefwerte, Stoerungen, Mengen.",4,Datenbasis fuer Verbesserung.,2
q-19-07-2,m19-dokumentation-prozess,Warum Protokoll bei Parameteraenderung?,Unnoetig.,Nur Chef.,Nur einmal im Jahr.,Rueckverfolgung bei Qualitaetsfragen.,Papier sparen.,3,Nachvollziehbarkeit ist QS-Grundlage.,2
q-19-08-1,m19-qualitaet-im-prozess,Qualitaet im Prozess?,Nur bei Reklamation.,Nie pruefen.,Nur Sicht am Schluss.,Regelmaessige Pruefung waehrend laufender Fertigung.,Nur am Jahresende.,3,Prozessbegleitende Pruefung verhindert Ausschuss.,2
q-19-08-2,m19-qualitaet-im-prozess,Stichprobe waehrend Serie?,Nur letztes Teil.,Ohne Plan.,Gemaess Pruefplan in festen Abstaenden.,Beliebig nie.,Nur erstes Teil.,2,Pruefplan definiert Pruefhaeufigkeit.,2
q-19-09-1,m19-stoerungen-prozess,Stoerung im Prozess?,Schutz aus.,Verstecken.,"Sicher stoppen, melden, Ursache eingrenzen.",Weiterlaufen.,Ignorieren.,2,Stoerungen gefaehrden Qualitaet und Sicherheit.,2
q-19-09-2,m19-stoerungen-prozess,Nach Prozessstoerung vor Wiederstart?,Parameter zufaellig.,"Ursache behoben, Freigabe, Probelauf falls noetig.",Sofort Vollast.,Ohne Pruefung.,Not-Halt dauerhaft aus.,1,Sicherer Wiederanlauf nach Behebung.,2
q-19-10-1,m19-pruefungsaufgaben-prozess,Pruefungsfrage Prozess?,Soll-Ist bewerten und Massnahme waehlen.,Abweichung ignorieren.,Immer weiter produzieren.,Toleranz egal.,Nur raten.,0,Prozessfragen sind anwendungsorientiert.,2
q-19-10-2,m19-pruefungsaufgaben-prozess,PAL Prozess: Ausschuss steigt?,Schneller laufen.,Schweigen.,Qualitaet senken.,Plan ignorieren.,"Parameter pruefen, Werkzeug, Material, dokumentieren.",4,Systematische Analyse statt Blindaktion.,2
q-20-01-1,m20-stoerungsart-erkennen,Stoerungsart erkennen?,Nur Farbe.,Nur Urlaub.,Stoerungen gibt es nicht.,"Mechanisch, pneumatisch, elektrisch, prozessbedingt.",Nur Wetter.,3,Einordnung hilft bei Fehlersuche.,2
q-20-01-2,m20-stoerungsart-erkennen,Erstes bei unklarer Stoerung?,Not-Halt ueberbruecken.,Video drehen.,"Sicher absichern, Personen schuetzen.",Sofort auseinanderbauen.,Weiter produzieren.,2,Sicherheit vor Fehlersuche.,2
q-20-02-1,m20-ursache-eingrenzen,Ursache eingrenzen?,Schaltplan ignorieren.,Alles gleichzeitig aendern.,Systematisch von aussen nach innen pruefen.,Zufaellig raten.,Nur eine Komponente wechseln ohne Test.,2,Strukturierte Suche spart Zeit.,2
q-20-02-2,m20-ursache-eingrenzen,Hilfsmittel Fehlersuche?,Nur Hammer.,"Schaltplan, Handbuch, Messgeraete, Erfahrung.",Nur Glueck.,Nur soziale Medien.,Nur Geruechte.,1,Dokumentation unterstuetzt Diagnose.,2
q-20-03-1,m20-korrekturmassnahme,Korrekturmassnahme?,Schuld suchen ohne Fix.,"Ursache beheben, nicht nur Symptom.",Symptom verbergen.,Weiter mit Fehler.,Dokumentation loeschen.,1,Nachhaltige Behebung verhindert Wiederholung.,2
q-20-03-2,m20-korrekturmassnahme,Nach Korrektur?,"Testen, dokumentieren, ggf. Freigabe einholen.",Sofort Serie ohne Test.,Nichts dokumentieren.,Heimlich weiter.,Maschine ohne Pruefung.,0,Verifizierung sichert Erfolg der Massnahme.,2
q-20-04-1,m20-eskalation,Eskalation wann?,Wenn Problem ausserhalb eigener Befugnis oder Kompetenz.,Nie.,Sofort ohne Diagnose.,Erst nach Wochen.,Nur per Geruecht.,0,Rechtzeitige Eskalation verkuerzt Stillstand.,2
q-20-04-2,m20-eskalation,Wen informieren bei schwerer Stoerung?,Niemanden.,Nur Freunde.,Nur Kunden direkt.,Social Media.,"Vorgesetzten, Instandhaltung, gemaess Betriebsregel.",4,Klare Meldewege sind definiert.,2
q-20-05-1,m20-stoerungsdokumentation,Stoerungsdokumentation?,Nichts.,Nur Unterschrift.,Nur Witze.,Geheim.,"Zeit, Symptom, Ursache, Massnahme, Ergebnis.",4,Wissen fuer kuenftige Stoerungen sichern.,2
q-20-05-2,m20-stoerungsdokumentation,Warum Stoerungsprotokoll?,Unnoetig.,Nur Strafe.,Nur einmal.,Wiederholfehler erkennen und Praevention verbessern.,Papierstau.,3,Dokumentation unterstuetzt Instandhaltung.,2
q-20-06-1,m20-systematische-fehlersuche,Systematische Fehlersuche - Schritt?,Raten.,Aufgeben.,Ignorieren.,"Problem beschreiben, Bereiche pruefen, Hypothesen testen.",Alles sofort tauschen.,3,Methodik reduziert Fehlreparaturen.,2
q-20-06-2,m20-systematische-fehlersuche,5-Why-Methode?,Fuenf Personen schulden.,Ohne Dokumentation.,Mehrfach nach Ursache fragen bis Grund gefunden.,Fuenfmal raten.,Nur fuenf Minuten suchen.,2,Ursachenanalyse vertieft Verstaendnis.,2
q-20-07-1,m20-wiederinbetriebnahme,Wiederinbetriebnahme nach Reparatur?,Schutz aus.,Not-Halt dauerhaft aus.,"Funktion pruefen, Schutzeinrichtungen testen, Freigabe.",Sofort Vollast.,Ohne Test.,2,Sicherer Anlauf nach Instandsetzung.,2
q-20-07-2,m20-wiederinbetriebnahme,Probelauf nach Stoerungsbehebung?,Nur nachts.,Sinnvoll bei Prozess- oder Ruestaenderung.,Immer verboten.,Nur bei Holz.,Ersetzt Freigabe nie negativ.,1,Test verhindert Folgeschaeden.,2
q-20-08-1,m20-praeventive-massnahmen,Praeventive Massnahme?,Nur reparieren.,"Wartung, Schulung, Ersatzteile, saubere Dokumentation.",Warten bis kaputt.,Schulung verbieten.,Wartung ignorieren.,1,Vorbeugung reduziert Stillstand.,2
q-20-08-2,m20-praeventive-massnahmen,Beispiel Praevention?,Regelmaessige Schmierung gemaess Plan.,Erst oeln wenn heiss und laut.,Nie schmieren.,Beliebiges Oel.,Schmierung verbieten.,0,Wartungsplaene verhindern Verschleissstoerungen.,2
q-20-09-1,m20-team-bei-stoerung,Team bei Stoerung?,"Information teilen, Aufgaben klar verteilen.",Schweigen.,Schuldspiel.,Alle gleichzeitig ohne Plan.,Kunde allein informieren.,0,Koordination beschleunigt Behebung.,2
q-20-09-2,m20-team-bei-stoerung,Schichtuebergabe bei offener Stoerung?,Nichts sagen.,Stoerung verheimlichen.,Maschine heimlich starten.,Nur muendlich ohne Inhalt.,Status und bisherige Massnahmen dokumentieren.,4,Naechste Schicht kann nahtlos weiterarbeiten.,2
q-20-10-1,m20-pruefungsaufgaben-stoerung,Pruefungsfrage Stoerung?,Schutz aus.,Ignorieren.,Raterei ohne Plan.,"Sicher handeln, systematisch suchen, dokumentieren.",Weiter produzieren.,3,Stoerungsfragen testen sicheres Vorgehen.,2
q-20-10-2,m20-pruefungsaufgaben-stoerung,PAL Stoerung: Not-Halt ausgeloest?,Weiter unter Last.,Nur Lampe aus.,Ursache klaeren vor Ruecksetzen und Neustart.,Sofort ueberbruecken.,Ignorieren.,2,Not-Halt erfordert sichere Freigabe.,2
q-21-01-1,m21-schmierung,Warum Schmierung an Maschinen?,Elektrik ersetzen.,Span erzeugen.,Reibung und Verschleiss reduzieren.,Maschine langsamer machen.,Nur verschmutzen.,2,Schmierung sichert Lauf und Standzeit.,2
q-21-01-2,m21-schmierung,Falsches Schmiermittel?,Nur Geruch.,Kann Lager und Fuehrungen schaedigen.,Immer besser.,Kein Effekt.,Ersetzt Wartung.,1,Herstellervorgaben fuer Schmierstoffe beachten.,2
q-21-02-1,m21-verschleissteile,Verschleissteile erkennen?,Nur Optik.,"Abnutzung, Spiel, ungewoehnlicher Laerm, Leistungsverlust.",Nur Farbe.,Nur wenn komplett kaputt.,Nie pruefen.,1,Frueherkennung verhindert Folgeschaeden.,2
q-21-02-2,m21-verschleissteile,Verschleissteil austauschen?,Gemaess Wartungsplan oder nach Freigabe.,Erst wenn Maschine steht.,Nie.,Beliebiges Ersatzteil.,Ohne Dokumentation.,0,Planmaessiger Austausch sichert Verfuegbarkeit.,2
q-21-03-1,m21-filter-und-dichtungen,Filter in Anlage warten?,Reinigen oder wechseln gemaess Intervall.,Nie.,Erst wenn verstopft.,Mit Wasser spuelen ohne Regel.,Entfernen dauerhaft.,0,Filter schuetzen Pneumatik und Kuehlung.,2
q-21-03-2,m21-filter-und-dichtungen,Undichte Dichtung?,Ignorieren.,Klebeband dauerhaft.,Mehr Druck.,Oel weglassen.,"Austausch planen, Leckage beseitigen.",4,Dichtungen sichern Druck und Sauberkeit.,2
q-21-04-1,m21-wartungsplan,Wartungsplan enthaelt?,Nur Witze.,Nur Urlaub.,Nichts.,Nur Werbung.,"Taetigkeit, Intervall, Verantwortung, Ersatzteile.",4,Plan strukturiert vorbeugende Instandhaltung.,2
q-21-04-2,m21-wartungsplan,Warum Wartungsplan einhalten?,Nur Papier.,Verzoegert Produktion immer.,Nur fuer Neumaschinen.,Betriebsbereitschaft und Sicherheit.,Optional.,3,Vorbeugende Wartung reduziert Ausfaelle.,2
q-21-05-1,m21-vorbeugende-instandhaltung,Vorbeugende Instandhaltung?,Nie warten.,Nur malen.,Nur putzen ohne Plan.,Wartung bevor Schaden auftritt.,Nur reparieren wenn kaputt.,3,Praevention ist guenstiger als Ausfall.,2
q-21-05-2,m21-vorbeugende-instandhaltung,Beispiel vorbeugende Wartung?,Schutz aus.,Ohne Dokumentation.,"Schmierung, Filterwechsel, Inspektion.",Warten bis Rauch.,Not-Halt entfernen.,2,Regelmaessige Pflege verlaengert Lebensdauer.,2
q-21-06-1,m21-inbetriebnahme-nach-wartung,Inbetriebnahme nach Wartung?,Schutz aus.,Not-Halt dauerhaft aus.,"Funktion pruefen, Schutzeinrichtungen testen.",Sofort Vollast.,Ohne Test.,2,Sicherer Anlauf nach Eingriff.,2
q-21-06-2,m21-inbetriebnahme-nach-wartung,Dokumentation nach Wartung?,Loeschen.,Durchgefuehrte Arbeiten und Ersatzteile eintragen.,Nichts.,Nur muendlich.,Geheim.,1,Nachweis fuer Instandhaltung und Garantie.,2
q-21-07-1,m21-wartungsdokumentation,Wartungsdokumentation?,Nur Witze.,"Datum, Taetigkeit, Ergebnis, Name.",Optional immer.,Nur Unterschrift.,Nur Fotos ohne Text.,1,Historie unterstuetzt Planung.,2
q-21-07-2,m21-wartungsdokumentation,Warum Wartungshistorie?,"Intervalle optimieren, Wiederholfehler erkennen.",Unnoetig.,Nur Strafe.,Nur einmal.,Papierstau.,0,Daten verbessern Wartungsstrategie.,2
q-21-08-1,m21-ersatzteile,Ersatzteile lagern?,"Kennzeichnen, trocken, gemaess Hersteller.",Offen im Regen.,Mit Essen mischen.,Ohne Bezeichnung.,Beliebig stapeln.,0,Richtige Lagerung sichert Einsatzfaehigkeit.,2
q-21-08-2,m21-ersatzteile,Originalersatzteil warum?,Immer teuerste Variante ohne Pruefung.,Beliebiges Teil.,Selbst bauen ohne Freigabe.,Ersatz egal.,Passgenauigkeit und Sicherheit.,4,Falsche Teile koennen Anlage schaedigen.,2
q-21-09-1,m21-sicherheit-wartung,Sicherheit bei Wartung?,Unter Last arbeiten.,Not-Halt ueberbruecken.,Ohne Einweisung.,Alleine ohne Meldung in Maschine.,"Freischalten, absichern, PSA, Freigabe.",4,Wartung birgt besondere Gefahren.,2
q-21-09-2,m21-sicherheit-wartung,LOTO-Verfahren?,Nur Schild.,Optional.,Nur bei Pneumatik nie.,Lockout/Tagout - Energie sichern vor Arbeit.,Nur abschliessen.,3,Energiefreischaltung schuetzt Wartende.,2
q-21-10-1,m21-pruefungsaufgaben-wartung,Pruefungsfrage Wartung?,Keine Ersatzteile.,Schutz aus.,"Plan, Sicherheit, Dokumentation zuordnen.",Wartung ignorieren.,Unter Last schmieren.,2,Wartungsfragen sind praxisnah.,2
q-21-10-2,m21-pruefungsaufgaben-wartung,PAL Wartung: Filter ueberfaellig?,Weiter bis Schaden.,"Wechseln gemaess Plan, dokumentieren.",Ignorieren.,Entfernen dauerhaft.,Mit Wasser spuelen ohne Vorgabe.,1,Ueberfaellige Wartung erhoeht Ausfallrisiko.,2
q-22-01-1,m22-qualitaetsmanagement,Was ist Qualitaetsmanagement?,Optional.,"Systematische Planung, Sicherung und Verbesserung von Qualitaet.",Nur Endkontrolle.,Nur Papier.,Nur Reklamation.,1,QM umfasst Prozesse und Verantwortlichkeiten.,2
q-22-01-2,m22-qualitaetsmanagement,Ziel QM im Betrieb?,Kundenzufriedenheit und fehlerarme Prozesse.,Nur schneller ohne Qualitaet.,Dokumentation vermeiden.,Fehler verstecken.,Nur Preis.,0,QM verbindet Qualitaet und Wirtschaftlichkeit.,2
q-22-02-1,m22-fehlerursache-analysieren,Fehlerursache analysieren?,"5-Why, Ishikawa, Daten auswerten.",Schuld suchen ohne Analyse.,Ignorieren.,Nur Geruechte.,Sofort Feuerwehr.,0,Ursachenanalyse verhindert Wiederholung.,2
q-22-02-2,m22-fehlerursache-analysieren,Symptom vs. Ursache?,Gleichbedeutend.,Ursache egal.,Nur Symptom beheben reicht immer.,Kein Unterschied.,"Symptom ist sichtbar, Ursache ist Grund.",4,Ohne Ursachenbehebung kehrt Fehler zurueck.,2
q-22-03-1,m22-korrekturmassnahme-qm,Korrekturmassnahme im QM?,Nur entschuldigen.,Fehler verstecken.,Toleranz erweitern heimlich.,Nichts aendern.,Ursache beseitigen und Wirksamkeit pruefen.,4,Korrekturmassnahmen muessen wirksam sein.,2
q-22-03-2,m22-korrekturmassnahme-qm,Vorbeugemassnahme im QM?,Schweigen.,Dokumentation loeschen.,Qualitaet senken.,Prozess aendern damit Fehler nicht wieder auftritt.,Nur reparieren.,3,Praevention ist Teil des Verbesserungskreises.,2
q-22-04-1,m22-kunststofftechnik,Kunststofftechnik - Spritzguss Parameter?,Nur Gewicht.,Keine Parameter.,Wie Metall identisch.,"Temperatur, Druck, Zeit, Kuehlung.",Nur Farbe.,3,Kunststoffprozesse sind parameterempfindlich.,2
q-22-04-2,m22-kunststofftechnik,Schwindung beim Spritzguss?,Mass waechst immer.,Kein Thema.,In Werkzeugauslegung beruecksichtigen.,Ignorieren.,Nur bei Metall.,2,Schwindung beeinflusst Masshaltigkeit.,2
q-22-05-1,m22-prozessparameter-kunststoff,Prozessparameter Kunststoff anpassen?,Nur maximal.,Ohne Messung.,Nach Erstteil und Qualitaetsvorgabe.,Blind.,Nie.,2,Feinjustage sichert Teilqualitaet.,2
q-22-05-2,m22-prozessparameter-kunststoff,Typischer Fehler Spritzguss?,Immer i.O.,"Einfallstellen, Grat, Farbvariation.",Nur bei Metall.,Keine Fehler moeglich.,Nur Optik ohne Bedeutung.,1,Prozesskenntnis erkennt typische Fehlerbilder.,2
q-22-06-1,m22-bze-qm-kunststoff,BZE QM Kunststoff?,Nur Sprache.,Qualitaetskriterien und Prozessverstaendnis vertiefen.,Nur Theorie.,Nur Holz.,Kein Bezug.,1,BZE verbindet QM mit Kunststoffpraxis.,2
q-22-06-2,m22-bze-qm-kunststoff,Warum QM und Kunststoff kombiniert?,Viele MAF-Anlagen verarbeiten Kunststoffbauteile.,Nur Nebenfach.,Kein Bezug zum Beruf.,Nur Metall relevant.,Ersetzt Ausbildung.,0,Schwerpunkt Metall/Kunststoff umfasst beides.,2
q-22-07-1,m22-pruefplan-qm,Pruefplan QM?,"Definiert was, wie oft, womit geprueft wird.",Optional.,Nur Sicht.,Nur am Ende.,Ohne Merkmale.,0,Pruefplan ist zentrales QM-Werkzeug.,2
q-22-07-2,m22-pruefplan-qm,Pruefhaeufigkeit im Plan?,Immer nie.,Beliebig.,Nur einmal.,Nur bei Reklamation.,Nach Risiko und Kundenanforderung.,4,Kritische Merkmale brauchen haeufigere Pruefung.,2
q-22-08-1,m22-qualitaetsabweichung,Qualitaetsabweichung melden?,Verstecken.,Serie weiter.,Kunde informieren allein.,Ignorieren.,Sofort an QS/Vorgesetzten gemaess Prozess.,4,Fruehe Meldung begrenzt Schaden.,2
q-22-08-2,m22-qualitaetsabweichung,Sperrung fehlerhafter Teile?,Weiter bearbeiten.,Ohne Kennzeichnung.,Verstecken.,Kennzeichnen und vom Prozess trennen.,Mit i.O. mischen.,3,Sperrung verhindert Fehlversand.,2
q-22-09-1,m22-dokumentation-qm,QM-Dokumentation?,Nur Hobbys.,Geheim.,Loeschen.,"Pruefprotokolle, Massnahmen, Freigaben.",Nichts.,3,Nachweis fuer Audits und Verbesserung.,2
q-22-09-2,m22-dokumentation-qm,Warum QM-Dokumente aufbewahren?,Nur ein Tag.,Nur Chef.,Rueckverfolgbarkeit und rechtliche Anforderungen.,Papierstau.,Unnoetig.,2,Aufbewahrungsfristen sind geregelt.,2
q-22-10-1,m22-pruefungsaufgaben-qm,Pruefungsfrage QM?,Dokumentation weglassen.,"Ursache, Massnahme, Praevention unterscheiden.",Alles gleich.,Nur schnell.,Qualitaet egal.,1,QM-Fragen sind prozessorientiert.,2
q-22-10-2,m22-pruefungsaufgaben-qm,PAL QM: wiederholter Fehler?,Ursachenanalyse und vorbeugende Massnahme.,Ignorieren.,Nur entschuldigen.,Toleranz erweitern.,Schweigen.,0,Wiederholfehler erfordern systemische Loesung.,2
q-23-01-1,m23-blechbearbeitung,Was ist Blechbearbeitung?,Formen und Trennen duenner Metallplatten.,Nur Giessen.,Nur Spritzguss.,Nur Drehen.,Nur messen.,0,Blech ist wichtiger Bereich in Metalltechnik.,2
q-23-01-2,m23-blechbearbeitung,Typische Blechverfahren?,Nur Schweissen Holz.,Nur Giessen Beton.,Nur Weben.,Nur Naehen.,"Schneiden, Abkanten, Stanzen.",4,Blech durchlaeuft mehrere Fertigungsschritte.,2
q-23-02-1,m23-zuschnitt-und-kanten,Zuschnitt Blech?,Nur feilen.,Nur biegen.,Ohne Mass.,Nur malen.,"Platte auf Masse schneiden z. B. Schere, Laser.",4,Zuschnitt ist erster Schritt.,2
q-23-02-2,m23-zuschnitt-und-kanten,Kanten entgraten?,Optional immer.,Nur Optik.,Nur bei Kunststoff.,"Verletzungsgefahr reduzieren, Passung verbessern.",Grate stehen lassen.,3,Scharfe Kanten sind Gefahr und Qualitaetsmangel.,2
q-23-03-1,m23-blechkurs-bze,Blechkurs BZE vermittelt?,Nur Sprache.,Kein Blech.,Nur Software.,"Abkanten, Lesen von Blechzeichnungen, Sicherheit.",Nur Theorie.,3,BZE Blechkurs ist praxisnah.,2
q-23-03-2,m23-blechkurs-bze,Warum Blechkurs fuer MAF?,Nur Meister.,Ersetzt Ausbildung.,Blechteile sind in vielen Produkten enthalten.,Nur Nebenfach.,Nie im Betrieb.,2,Blechkompetenz erweitert Einsatzfaehigkeit.,2
q-23-04-1,m23-integrierter-praxisfall,Integrierter Praxisfall?,Ohne Pruefung.,Ohne Sicherheit.,"Planen, fertigen, pruefen, dokumentieren in einem Durchlauf.",Nur Theorie.,Nur Zeichnen.,2,Praxisfall simuliert Betriebs- und Pruefungssituation.,2
